type,group_year,title,place,year,keyword,playtime,summary,url,thumbnail,,,,,,,,,,
다큐멘터리,0,6·25동란,한국정책방송원,미상,"한국전쟁, 6.25전쟁, 국립영화제작소",6780,," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1980,민족의 증언,한국정책방송원,1987년,"한국전쟁, 6.25전쟁, 국립영화제작소",1357,," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1970,아! 6.25 (농촌판),한국정책방송원,1972년,"한국전쟁, 6.25전쟁, 국립영화제작소",1065,," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1970,잊지말자 6.25,한국정책방송원,1976년,"한국전쟁, 6.25전쟁, 국립영화제작소",881,," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1950,상기하자 6.25,한국정책방송원,1957년,"한국전쟁, 6.25전쟁, 국립영화제작소",2207,," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,시련과 영광,한국정책방송원,1995년,"한국전쟁, 6.25전쟁, 국립영상제작소, 광복50주년",3171,"1995년 광복 50주년을 기념하여 국립영상제작소에서 제작한 기록영상이다. 해방 이후 분단의 아픔을 딛고 일어서 한강의 기적을 이루고, 군사독재의 시련을 견디고 문민정부를 수립하기까지의 아팠지만 대견한 50년의 역사의 순간들을 담은 영상물이다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,미국 워싱턴 D.C. 한국전 참전기념공원 준공식,대한민국재향군인회,1995년,"1995년, 대한민국재향군인회, 한국전, 참전기념, 준공식, 미국 워싱턴",0,"1995년 7월 27일부터 3일간 미국의 수도 워싱턴에서 한·미 양국 대통령과 참전 22개국 참전용사 및 시민 등 50여만명이 참가한 가운데 개최된 한국전 참전기념공원 준공행사 관련 영상물이다. 이 행사를 통하여 잊혀져 가는 6.25 전쟁을 자유민주주의 승리의 전쟁으로 그 역사적 의미를 부각시킬뿐 아니라, 후세들에게 우리나라를 비롯한 U.N 참전용사들의 희생과 봉사가 결코 헛되지 않았음을 일깨워 주는 뜻깊은 계기가 되었다. 420여명의 6.25 참전용사 대표단이 미국을 방문한 것은 대한민국 역사상 처음있는 일로써 공산침략으로부터 조국을 지킨 명에와 자부심을 고양함은 물론 민간외교관으로서의 훌륭한 역할을 보여준다. 이 테이프는 연로하신데도 불구하시고 7박8일동안 장시간의 항공기 여행과 찌는듯한 폭염 그리고 불편한 환경속에서도 참전용사로서의 긍지와 투철한 애국심을 발휘하여 주신데 대하여 진심으로 감사드리며 준공식의 역사적 순간들을 영원히 기억하고자 제작되었다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,6.25전쟁의 참상,국방홍보원,1999년,"국군홍보관리소, 6.25, 6.25전쟁, 한국전쟁, 참전용사",1380,"6.25전쟁 발발 50주년을 맞이하여 자유를 수호하기 위해 산화하신 참전용사들의 명복을 빌기 위해 제작된 영상물이다. 400만여명의 인명 피해와 1000만명 이산가족, 수많은 상이군인과 전쟁미망인 그리고 전쟁고아들이 생겨났고 전 국토의 80% 이상이 파괴되었던 6.25전쟁의 참상을 보여주며 다시는 이땅에서 그러한 비극이 일어나지 않도록 전쟁의 참상과 교훈 관련 내용으로 이루어져 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,다시보는 한국전쟁,육군본부,2003년,"한국전쟁, 6.25전쟁, 육군본부, 육군",5400,2003년 육군본부에서 한국전쟁 관련 영상물을 제작하였다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,한국전쟁사 - 6.25 특선 다큐멘터리,전쟁기념사업회,1998년,"한국전쟁, 6.25전쟁, 전쟁기념사업회, 전쟁기념관, 한국전쟁사",3000,"1998년 전쟁기념사업회에서 제작한 6.25 특선 다큐멘터리 영상물이다. 이 영화를 통해 전후세대가 6.25전쟁의 실상을 재인식하고, 전쟁을 겪었던 세대는 그 당시의 절규와 애환을 다시 한번 되새기게 하기 위한 목적으로 제작되었다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2010,6.25 KOREAN WAR 한국전쟁 1편: 한국전쟁 발발과 낙동강 방어선,아이씨디,2010년,"2010년, 6.25, 6.25전쟁, 한국전쟁, 스미스부대, 부산, 인천상륙작전, 압록강",4980,2010년 한국전쟁 60주년을 기념해 국내에서 최초로 기획한 특별 다큐멘터리로 전쟁 기간 3년 1개월동안 포화 속 전쟁 터를 누비며 촬영된 산 자와 죽은 자의 생생한 기록이 담겨 있는 영상물이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2010,6.25 KOREAN WAR 한국전쟁 2편: 중국군의 개입과 장진호 전투,아이씨디,2010년,"2010년, 6.25, 6.25전쟁, 한국전쟁, 중국군, 장진호, 킬러작전, 맥아더",5400,2010년 한국전쟁 60주년을 기념해 국내에서 최초로 기획한 특별 다큐멘터리로 전쟁 기간 3년 1개월동안 포화 속 전쟁 터를 누비며 촬영된 산 자와 죽은 자의 생생한 기록이 담겨 있는 영상물이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2010,6.25 KOREAN WAR 한국전쟁 3편: 동부전선의 고지에도 꽃은 피는가!,아이씨디,2010년,"2010년, 6.25, 6.25전쟁, 한국전쟁, 정전협정, 휴전",4440,2010년 한국전쟁 60주년을 기념해 국내에서 최초로 기획한 특별 다큐멘터리로 전쟁 기간 3년 1개월동안 포화 속 전쟁 터를 누비며 촬영된 산 자와 죽은 자의 생생한 기록이 담겨 있는 영상물이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,"컬러로 보는 한국전쟁 : ""잊혀진 전쟁을 기억하며""",디브이디플러스,2007년,"2007년, DVD, 6.25, 6.25전쟁, 한국전쟁, 참전용사",11760,"2007년 디브이디플러스에서 제작한 『컬러로 보는 한국전쟁』은 전쟁으로 폐허가 된 한국의 모습을 군인의 시각으로 충격적인 올컬러 영상으로 그리고 있다. 1950년부터 1953년까지 지속된 한국전쟁을 심도 있게 들여다보며 공포, 아비규환, 피, 용기로 점철된 전쟁의 참모습을 보여준다. 또한 군 관계자들이 국민의 반발을 살지도 모른다고 우려하여 수십 년간 일반에게 공개하지 않았던 영상들도 많이 포함되어 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,"컬러로 보는 제2차 세계대전 : ""잊혀진 전쟁을 기억하며""",디브이디플러스,2006년,"2006년, DVD, 제2차세계대전, 전쟁, 연합군, 나치독일, 소련군",6000,"2006년 디브이디플러스에서 제작한 『컬러로 보는 제2차 세계대전』은 2차 세계대전 이후 공개되지 않은 나치독일의 일상, 스페인의 내전과 노르웨이 침공, 바바롯사 작전, 북아프리카, 태평양 전쟁, 노르망디 침공등의 현장을 담은 영상물이다. 특히 전쟁 막바지에 촬영된 독일 국방군의 퇴각, 베를린에서의 소련군의 모습, 연합군에게 붙잡힌 괴링, 모스코바에서 소련군의 승리를 기념하는 행렬, 후방에서 개인이 촬영한 화면, 그 중 특히 연합군의 공중폭격의 화면을 컬러로 담고 있다는 점이 인상적이다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,0,20세기의 지도자 - 맥아더,WORLD MOVIE,미상,"6.25, 6.25전쟁, 한국전쟁, 맥아더, 월드무비",2700,1950년 6.25전쟁 발발 후 국제연합군(UN) 최고 사령관으로 부임하여 인천상륙작전을 지휘한 맥아더 장군에 관한 내용으로 이루어져 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,0,VINTAGE VIDEO - MILITARY VEHICLES VOLUME 1(WWII JEEPS),Vintage Video Productions,미상,"6.25, 6.25전쟁, 한국전쟁, 군용차량",3240,"희귀한 군대 훈련 영화, 영화 게시판, 공장 영화, 전쟁 영화 등을 통해 가능한 한 광범위한 군 관련 역사와 관련된 비디오를 제공하는 것을 목표로 하는 VINTAGE VIDEO 가 제작한 군용 차량 관련 영상물이다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,"한국전쟁의 내막 
(새롭게 밝혀진 소련의 역할을 중심으로)",한국정책방송원,1994년,"국립영상제작소,한국전쟁, 공산권, 소련, 6.25전쟁",1380,"1994년 국립영상제작소에서 제작한 한국전쟁 관련 영상으로, 한국전쟁 발발부터 휴전협정에 이르기까지 소련의 내막을 파해치기 위한 내용이 담겨있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,하늘로!우주로! 공군 50년사,공군본부,1999년,"공군본부, 50년사, 공군창설, 전투영웅",0,1999년 공군 창설 50주년을 기념하여 공군본부에서 제작한 창설부터 현재까지 공군 역사 50년을 기록한 영상이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,Beyond The 38th Parallel - Australians in the Korean War,Australian War Memorial,2000년,"전쟁기념관, 호주, 38선, 한국전쟁, 6.25전쟁",4800,2000년 호주 전쟁기념관에서 제작한 38선 관련 영상이다. 한국전쟁에 대한 호주의 시각을 다루고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,한국전 참전 기념비 제막식,국방홍보원,1995년,"1995년, 대한민국재향군인회, 한국전, 참전기념, 제막식, 미국 워싱턴, 국군홍보관리소",780,"1995년 국군홍보관리소 영화부에서 제작한 한국전 기념비 관련 영상물이다. 1995년 7월 26일부터 4일간 미국의 수도 워싱턴에서 한·미 양국 대통령과 16개국의 참전용사 5만여명이 참석한 가운데 거행된 참전기념비 제막식은 평화와 자유의 대축제를 이루었다. 한국군도 국군의장대, 군악대 등 216명을 파견시켜 여러가지 시범과 공연을 통하여 한국군의 위상을 대내외에 부각시킴은 물론 한국전쟁을 통해 맺어진 한·미 양국의 전통적인 혈맹관계를 재확인하는 좋은 계기가 되었다. 이 영상은 제막식에 참여했던 모든 사람들의 역사적 순간을 기리고자 제작되었다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,철의 삼각지,국방홍보원,1997년,"국군홍보관리소, 6.25, 6.25전쟁, 한국전쟁, 참전용사",3600,"6.25의 포성이 멎은지 반세기가 흘렀지만 아직도 병상에서 악몽에 시달리는 삶을 살고있는 노병 박철민씨의 삶을 담고 있는 영상이다. 그는 휴전 직전 평강, 철원, 김화를 잇는 철의 삼각지 백마고지 전투에서 사지를 잃었다. 오랜 병상생활에서도 조국을 위해 몸을 바쳤다는 자부심을 잃지 않던 노병은 언제부터인가 심한 정신분열 증세를 보이기 시작한다. 의료진은 다각적인 관찰로 그가 최근 몇 년 동안 병상 생활중에 접한 끊임없는 북한의 도발 동향과 안이한 안보 태세의 현실, 그리고 비참한 자신의 모습에서 충격을 받고 감정적 뇌신경의 진행이 지금의 상태를 유발 시켰음을 알게 된다. 노병은 의료진의 주선으로 그날의 격전지를 찾아 국군 장병들의 필승의 의지로 철통같은 국방태세에 여념 없음을 확인 후 한때나마 잃었던 자신을 되찾는다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,6.25전쟁 50주년 중앙 기념행사,"6.25전쟁 50주년
기념사업단",2000년,"50주년, 6.25전쟁, 한국전쟁, 기념행사, 국가행사",7200,2000년 6.25전쟁 50주년 기념사업단에서 제작한 중앙 기념행사 관련 영상이다. 6.25전쟁 50주년을 맞이하여 이를 재조명하고 참전용사들의 명예선양과 전후 세대들의 국가관 및 안보의식 고취를 위해 2000년 6월부터 50주년 기념행사를 대대적으로 개최키로 했다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2010,"KBS 다큐1 6.25기획 
한반도 창공을 누빈 전쟁영웅 무스탕",kbs,2015년,"2015년, KBS, 6.25, 6.25전쟁, 창공, 공군, 전투기, 무스탕",,2015년 KBS에서 제작한 6.25전쟁 당시 한반도의 창공을 누빈 전쟁영웅이자 한국군의 최초의 전투기인 '무스탕'에 관한 다큐 영상이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,2000,Korea: the Belgian Legacy,Televox,2000년,"벨기에, 참전용사, 한반도, 한국전쟁, 6.25전쟁",3600,"2000년 Televox에서 제작한 2부작으로 이루어진 벨기에의 유산 관련 특별판 영상으로, 72세의 세 명의 참전용사들이 오랫동안 잊혀졌던 한국전쟁의 기억을 되살려 한반도로 돌아가보는 내용을 담고있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제1편(다큐멘터리): 분단,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, 분단, kbs",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 2차 세계대전 후 일본의 항복과 함께 한국은 해방되었지만 강대국들의 편의에 따라 그어진 38도선으로 영토분단의 비극을 맺게 되었다는 내용과 관련자들의 증언을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제2편(다큐멘터리): 남과 북,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 남북대립",3000," 1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 남한에서는 정부수립 후 사회혼란을 틈타 좌익활동이 거세졌고, 미군철수도 불가피해진다. 북한은 중, 소의 도움으로 전력을 강화시켜 전쟁발발의 위협이 가중된다는 내용과 관련자들의 증언을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제3편(다큐멘터리): 전쟁의 시그널,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 3.8선",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 전쟁 발발 직전 3.8선 근처에서 벌어지는 크고 작은 남북한의 군사적 마찰을 통해 전쟁의 기운이 점차 드러나고 있던 긴박했던 순간의 내용을 담고 있다.  ," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제4편(다큐멘터리): 폭풍,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 낙동강, 유엔군참전",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 1950년 6월 25일 북한의 남침이 시작되고 유엔군이 가담하게 되며 낙동강 전선 지역이 붕괴될 위기에 처하지만 폭풍처럼 다가왔던 여름의 위기를 넘긴다는 내용을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제5편(다큐멘터리): 북진,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 북진, 인천상륙작전, 3.8선",3000,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 인천상륙작전의 성공으로 3.8선을 돌파해서 북진을 계속하여 북한의 초산, 혜산진 전선에서 대치 상태가 계속되고 중공군의 위협을 받았던 당시의 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제6편(다큐멘터리): 또 다른 전쟁,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 인해전술",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 중공의 인해전술로 유엔군은 홍남철수 작전을 펴서 수원까지 후퇴하고 맥아더장군의 해임과 하께 복잡한 확대전의 양싱이 되고 한국전쟁은 일방의 의지로 될수 없는 또 다른 전쟁이 되었다는 내용을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제7편(다큐멘터리): 협상의 비탈,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 휴전회담, 포로문제",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 전쟁이 군사적인 면으로 해결이 불가능해지자 본격적인 휴전회담이 시작되지만 길고 긴 협상의 끝은 보이지 않은 채 전쟁은 지속되고 포로문제가 대두된다는 내용을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제8편(다큐멘터리): 후방전쟁,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 피란민",3000,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 후방에서는 전쟁상황에 따라 동족간의 살상이 계속되고 남북한 주민들은 추위, 식량난, 생활고로 허덕이며 인간의 삶이 파괴되고 생전을 위한 또 다른 전쟁을 겪는 다는 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제9편(다큐멘터리): 휴전,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 휴전협정",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 미국의 아이젠하워 대통령 취임과 스탈린 사망으로 휴전회담은 새로운 돌파구를 찾게 되고 3년 1개월의 전쟁 끝에 휴전협정이 조인되는 내용을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제10편(다큐멘터리): 에필로그-반성,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 남북분단",3000,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 영원한 승자도 패자도 없이 끝난 한국전쟁은 남북한 모두에게 무엇을 남겼는가를 알아보며. 한반도의 영토분단은 마음의 분단으로 이어진 끝나지 않은 전쟁이라는 것을 보여준다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제11편(다큐멘터리): 낙동강,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 낙동강전선, 영천전투",3000,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 마지막 교두보엿던 낙동강 전선의 치열했던 포항전투, 영천전투의 상화과 관련자들의 증언을 담은 내용으로 이루어져 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제12편(다큐멘터리): 대역전,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 인천상륙작전, 서울수복",2820,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 인천상륙작전의 시기와 소요된 병력, 함정을 알아보고, 서울수복 감격과 함께 인천상륙작전이 대역전의 계기가 되었음을 알려준다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제13편(다큐멘터리): 오! 홍남,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 흥남철수, 북진",4380,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 연합군이 38선을 넘어 북진을 계속하다가 중공군의 출현으로 장진호에서 고립되고 홍남부두까지 후퇴한 20만 병력과 피난민의 생사가 엇갈린 처절한 해상탈출 광경을 담은 내용이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제14편(다큐멘터리): 1000일 기록,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 기록, 1000일",4860,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 1950년 6월 25일에 북괴가 남침한 날부터 휴전협상에 조인하기까지 1000일간의 피어린 기록을 담은 내용이다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제15편(다큐멘터리): 학살의 현장,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 김은국, 증언",3600,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 재미작가 김은국씨가 6.25당시 가장 피해가 심했던 대전교도소, 충남 논산군 성동면, 전북 정읍군 두암부락등을 직접 찾아가 피해자 가족과 관련자들의 증언을 담은 내용으로 이루어져 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제16편(다큐멘터리): 뉴스로 본 6.25,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 영상뉴스",5400,1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다. 전쟁 초기 소식부터 휴전협상 조인에 이르는 한국전쟁 상황을 영상뉴스로 엮은 것을 보여주는 내용을 담고 있다.," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1990년 한국전쟁 제17편(다큐멘터리): 한국전쟁3년,KBS영상사업단,1990년,"한국전쟁, 6.25전쟁, kbs, 3년간의 기록",4380,"1990년 KBS영상사업단이 제작한 한국전쟁 다큐멘터리 영상자료이다.북괴군의 남침준비와 남침전의 북괴군 일과 인천상륙작전, 중공군 개입, 전쟁속의 고아들, 대가없는 휴전등 한국전쟁 3년의 기록으로 이루어져 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제1편 분단,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, 분단, kbs",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다.  2차 세계대전후 일본의 항복과 함께 한국은 해방되었지만 강대국들의 편의에 따라 그어진 38도선으로 영토분단의 비극을 맺게 되었다는 내용과 관련자들의 증언을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제2편 남과 북,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 남북대립",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다. 남한에서는 정부수립 후 사회혼란을 틈타 좌익활동이 거세졌고, 미군철수도 불가피해진다. 북한은 중, 소의 도움으로 전력을 강화시켜 전쟁발발의 위협이 가중된다는 내용과 관련자들의 증언을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제3편 전쟁의 시그널,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 3.8선",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다. 1전쟁 발발 직전 3.8선 근처에서 벌어지는 크고 작은 남북한의 군사적 마찰을 통해 전쟁의 기운이 점차 드러나고 있던 긴박했던 순간의 내용을 담고 있다.  "," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제4편 폭풍,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 낙동강, 유엔군참전",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다.  1950년 6월 25일 북한의 남침이 시작되고 유엔군이 가담하게 되며 낙동강 전선 지역이 붕괴될 위기에 처하지만 폭풍처럼 다가왔던 여름의 위기를 넘긴다는 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제5편 북진,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 북진, 인천상륙작전, 3.8선",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다.  인천상륙작전의 성공으로 3.8선을 돌파해서 북진을 계속하여 북한의 초산, 혜산진 전선에서 대치 상태가 계속되고 중공군의 위협을 받았던 당시의 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제6편 또다른 전쟁,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 인해전술",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다. 중공의 인해전술로 유엔군은 홍남철수 작전을 펴서 수원까지 후퇴하고 맥아더장군의 해임과 하께 복잡한 확대전의 양싱이 되고 한국전쟁은 일방의 의지로 될수 없는 또 다른 전쟁이 되었다는 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
다큐멘터리,1990,1994년 다큐멘터리 한국전쟁 제7편 협상의 비탈,KBS영상사업단,1994년,"한국전쟁, 6.25전쟁, kbs, 휴전회담, 포로문제",3000,"1994년 KBS방송국이 6.25전쟁 40년을 맞이하여 타임워너사의 <세계 100대 다큐멘터리>에 선정된 1990년 KBS '다큐멘터리 한국전쟁'에 기초하여, 이후 새롭게 밝혀진 사실과 자료들을 증보하여 10부작으로 제작한 프로그램이다. 전쟁이 군사적인 면으로 해결이 불가능해지자 본격적인 휴전회담이 시작되지만 길고 긴 협상의 끝은 보이지 않은 채 전쟁은 지속되고 포로문제가 대두된다는 내용을 담고 있다."," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
